Title,Link,year,abstract,authors,abstract_source,has_microgravity,has_radiation,has_bone,has_plant,abstract_word_count
Oligodendrocyte Progenitors Display Enhanced Proliferation and Autophagy after Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9953055/,2020,Intracranial hypertension (ICP) and visual impairment intracranial pressure (VIIP) are some of the consequences of long-term space missions. Here we examined the behavior of oligodendrocyte progenitors (OLPs) after space flight using time-lapse ...,,pmc,False,False,False,False,33
Metabolomics profile of the secretome of space-flown oligodendrocytes.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10528075/,2020,Intracranial hypertension (ICP) and visual impairment intracranial pressure (VIIP) are some of the sequels of long-term space missions. Here we sought to determine how space microgravity (µG) impacts the metabolomics profile of oligodendrocyte ...,,pmc,False,False,False,False,34
Metabolomic profiling of the secretome from human neural stem cells flown into space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10813126/,2020,"The change in gravitational force has a significant effect on biological tissues and the entire organism. As with any alteration in the environment, microgravity (µG) produces modifications in the system inducing adaptation to the new condition. In ...",,pmc,False,False,False,False,38
"Strategies, research priorities, and challenges for the exploration of space beyond low-Earth orbit",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10390562/,2020,Space exploration objectives will soon move from low Earth orbit to distant destinations like Moon and Mars. The present work provides an up-to-date roadmap that identifies critical research gaps related to human behavior and performance in altered ...,,pmc,False,False,False,False,38
Spaceflight Induces Specific Alterations in the Proteomes of Arabidopsis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4290804/,2020,Life in spaceflight demonstrates remarkable acclimation processes within the specialized habitats of vehicles subjected to the myriad of unique environmental issues associated with orbital trajectories. To examine the response processes that occur ...,,pmc,False,False,False,False,33
The effect of spaceflight on the gravity-sensing auxin gradient of roots: GFP reporter gene microscopy on orbit.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515520/,2020,"Our primary aim was to determine whether gravity has a direct role in establishing the auxin-mediated gravity-sensing system in primary roots. Major plant architectures have long been thought to be guided by gravity, including the directional growth ...",,pmc,False,False,False,False,38
Skewing in Arabidopsis roots involves disparate environmental signaling pathways.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5286820/,2020,"Skewing root patterns provide key insights into root growth strategies and mechanisms that produce root architectures. Roots exhibit skewing and waving when grown on a tilted, impenetrable surface. The genetics guiding these morphologies have been ...",,pmc,False,False,False,False,36
"Data for characterization of SALK_084889, a T-DNA insertion line of Arabidopsis thaliana",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5470433/,2020,"In this article we report the identification of T-DNA (transfer DNA) insertion sites within two different gene regions in the genome of an Arabidopsis mutant line, SALK_084889. The T-DNA positions are in the 3′ UTR (untranslated region) of DREB2A ...",,pmc,False,False,False,False,40
Genetic dissection of the Arabidopsis spaceflight transcriptome: Are some responses dispensable for the physiological adaptation of plants to spaceflight?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5491145/,2020,Experimentation on the International Space Station has reached the stage where repeated and nuanced transcriptome studies are beginning to illuminate the structural and metabolic differences between plants grown in space compared to plants on the ...,,pmc,False,False,False,True,36
Phenotypic characterization of an Arabidopsis T- DNA insertion line SALK_063500,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5996828/,2020,"In this article we report the identification of a homozygous lethal T-DNA (transfer DNA) line within the coding region of the At1G05290 gene in the genome of Arabidopsis thaliana (Arabidopsis) line, SALK_063500. The T-DNA insertion is found within ...",,pmc,False,False,False,False,39
Utilization of single‚Äêimage normalized difference vegetation index (SI‚ÄêNDVI) for early plant stress detection,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6201722/,2017,"An imaging system was refined to monitor the health of vegetation grown in controlled conditions using spectral reflectance patterns. To measure plant health, the single‐image normalized difference vegetation index (SI‐NDVI) compares leaf ...",,pmc,False,False,False,True,33
Comparing RNA-Seq and microarray gene expression data in two zones of the Arabidopsis root apex relevant to spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6240453/,2020,"The root apex is an important region involved in environmental sensing, but comprises a very small part of the root. Obtaining root apex transcriptomes is therefore challenging when the samples are limited. The feasibility of using tiny root ...",,pmc,False,False,False,False,39
Spaceflight-induced alternative splicing during seedling development in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6447593/,2020,"Plants grown in spaceflight experience novel environmental signals, including those associated with microgravity and ionizing radiation. Spaceflight triggers a response involving transcriptional re-programming and altered cell morphology, though ...",,pmc,False,False,False,False,29
The Plant Health Monitoring System of the EDEN ISS Space Greenhouse in Antarctica during the 2018 experiment phase,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7264257/,2018,The EDEN ISS greenhouse is a space-analog test facility near the German Neumayer III station in Antarctica. The facility is part of the project of the same name and was designed and built starting from March 2015 and eventually deployed in ...,,pmc,False,False,False,True,42
Root skewing-associated genes impact the spaceflight response of Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7064724/,2020,"The observation that plant roots skew in microgravity recently refuted the long-held conviction that skewing was a gravity-dependent phenomenon. Further, spaceflight root skewing suggests that specific root morphologies and cell wall remodeling ...",,pmc,False,False,False,False,33
Articular cartilage and sternal fibrocartilage respond differently to extended microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6379395/,2020,"The effects of spaceflight on cartilaginous structure are largely unknown. To address this deficiency, articular cartilage (AC) and sternal cartilage (SC) from mice exposed to 30 days of microgravity on the BION-M1 craft were investigated for ...",,pmc,True,False,False,False,37
Host-microbe interactions in microgravity: assessment and implications.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187166/,2020,"Spaceflight imposes several unique stresses on biological life that together can have a profound impact on the homeostasis between eukaryotes and their associated microbes. One such stressor, microgravity, has been shown to alter host-microbe ...",,pmc,True,False,False,False,35
Environmental cues and symbiont microbe-associated molecular patterns function in concert to drive the daily remodelling of the crypt-cell brush border of the Euprymna scolopes light organ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5219934/,2020,"Recent research has shown that the microbiota affects the biology of associated host epithelial tissues, including their circadian rhythms, although few data are available on how such influences shape the microarchitecture of the brush border. The ...",,pmc,False,False,False,False,37
Symbiotic organs shaped by distinct modes of genome evolution in cephalopods.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6386654/,2020,"Animal–microbe associations are critical drivers of evolutionary innovation, yet the origin of specialized symbiotic organs remains largely unexplored. We analyzed the genome of Euprymna scolopes, a model cephalopod, and observed large-scale genomic ...",,pmc,False,False,False,False,33
Modeled microgravity alters lipopolysaccharide and outer membrane vesicle production of the beneficial symbiont Vibrio fischeri,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7940393/,2020,"Reduced gravity, or microgravity, can have a pronounced impact on the physiology of animals, but the effects on their associated microbiomes are not well understood. Here, the impact of modeled microgravity on the shedding of Gram-negative ...",,pmc,True,False,False,False,37
Emergence of novel cephalopod gene regulation and expression through large-scale genome reorganization,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9023564/,2020,"Coleoid cephalopods (squid, cuttlefish, octopus) have the largest nervous system among invertebrates that together with many lineage-specific morphological traits enables complex behaviors. The genomic basis underlying these innovations remains ...",,pmc,False,False,False,False,30
Modeled microgravity alters apoptotic gene expression and caspase activity in the squid-vibrio symbiosis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9389742/,2020,"Spaceflight is a novel and profoundly stressful environment for life. One aspect of spaceflight, microgravity, has been shown to perturb animal physiology thereby posing numerous health risks, including dysregulation of normal developmental ...",,pmc,True,False,False,False,33
In vitro generation of mechanically functional cartilage grafts based on adult human stem cells and 3D-woven poly(epsilon-caprolactone) scaffolds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2824534/,2020,Three-dimensionally woven poly(ε-caprolactone)(PCL) scaffolds were combined with adult human mesenchymal stem cells (hMSC) to engineer mechanically functional cartilage constructs in vitro. The specific objectives were to: (i) produce PCL scaffolds ...,,pmc,False,False,False,False,31
Chondrogenesis and mineralization during in vitro culture of human mesenchymal stem cells on three-dimensional woven scaffolds,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2991213/,2020,Human mesenchymal stem cells (hMSCs) and three-dimensional (3D) woven poly(ɛ-caprolactone) (PCL) scaffolds are promising tools for skeletal tissue engineering. We hypothesized that in vitro culture duration and medium additives can individually and ...,,pmc,False,False,False,False,33
Microbiome metadata standards: Report of the National Microbiome Data Collaborative's workshop and follow-on activities.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8269219/,2020,[Abstract unavailable - Title]: Microbiome metadata standards: Report of the National Microbiome Data Collaborative's workshop and follow-on activities.,,fallback,False,False,False,False,18
Spaceflight alters host-gut microbiota interactions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/,2020,"The ISS rodent habitat has provided crucial insights into the impact of spaceflight on mammals, inducing symptoms characteristic of liver disease, insulin resistance, osteopenia, and myopathy. Although these physiological responses can involve the ...",,pmc,False,False,False,False,34
Asparagine biosynthesis as a mechanism of increased host lethality induced by Serratia marcescens in simulated microgravity environments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9111996/,2020,"While studies have shown an increase in pathogenicity in several microbes during spaceflight and after exposure to simulated microgravity, the mechanisms underlying these changes in phenotype are not understood across different pathogens, ...",,pmc,True,False,False,False,33
Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,2020,"A single strain from the family Paenibacillaceae was isolated from the wall behind the Waste Hygiene Compartment aboard the International Space Station (ISS) in April 2018, as part of the Microbial Tracking mission series. This strain was identified ...",,pmc,False,False,False,False,39
Characterization of metagenome-assembled genomes from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,2020,"Several investigations on the microbial diversity and functional properties of the International Space Station (ISS) environment were carried out to understand the influence of spaceflight conditions on the microbial population. However, ...",,pmc,False,False,False,False,32
Biocontrol in built environments to reduce pathogen exposure and infection risk.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10848226/,2020,"The microbiome of the built environment comprises bacterial, archaeal, fungal, and viral communities associated with human-made structures. Even though most of these microbes are benign, antibiotic-resistant pathogens can colonize and emerge ...",,pmc,False,False,False,False,32
Extracellular nucleotides elicit cytosolic free calcium oscillations in Arabidopsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3329368/,2020,"Extracellular purine nucleotides appear capable of regulating plant development, defence and stress responses by acting in part as agonists of plasma membrane calcium channels. Factors stimulating ATP release include wounding, osmotic stress and ...",,pmc,False,False,False,False,34
"Calcium, mechanical signaling, and tip growth",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,2008,"Root gravitropism relies on gravity perception by the root cap and requires tightly regulated phytohormone signaling. Here, we isolate a rice mutant that displays root coiling in hydroponics but normal gravitropic growth in soil. We identify COILING ...",,pmc,False,False,False,False,38
Gravitropism and mechanical signaling in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,2008,"Root gravitropism relies on gravity perception by the root cap and requires tightly regulated phytohormone signaling. Here, we isolate a rice mutant that displays root coiling in hydroponics but normal gravitropic growth in soil. We identify COILING ...",,cache,False,False,False,True,38
"Salt stress-induced Ca2+ waves are associated with rapid, long-distance root-to-shoot signaling in plants.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4035928/,2020,"This work documents a previously unreported plant-wide signaling system based on the rapid, long-distance transmission of Ca2+ waves. In the root these waves move through the cortical and endodermal cell layers at speeds of up to 400 µm/s, i.e., ...",,pmc,False,False,False,True,40
Gravitropic signaling in plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12008199/,2008,"Root gravitropism relies on gravity perception by the root cap and requires tightly regulated phytohormone signaling. Here, we isolate a rice mutant that displays root coiling in hydroponics but normal gravitropic growth in soil. We identify COILING ...",,cache,False,False,False,True,38
Wortmannin-induced vacuole fusion enhances amyloplast dynamics in Arabidopsis zigzag1 hypocotyls.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5181587/,2020,"The highly restricted movement of amyloplasts in graviperceptive cells of zig-1 hypocotyls is overcome by wortmannin treatment, suggesting a physical association between amyloplasts and the vacuole. Key words: Amyloplasts, cytoskeleton, ...",,pmc,False,False,False,False,31
A ROS-assisted calcium wave dependent on AtRBOHD and TPC1 propagates the systemic response to salt stress in Arabidopsis roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4936552/,2020,Mathematical modeling coupled with direct measurement of Ca2+ and ROS dynamics suggest that ROS-assisted calcium-induced calcium release propagates stress-induced Ca2+ waves in plants.,,pmc,False,False,False,False,23
"ROS, calcium and electric signals: Key mediators of rapid systemic signaling in plants",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7610290/,2020,The reactive oxygen species wave propagates through vascular bundles during the systemic response of Arabidopsis (Arabidopsis thaliana) plants to excess light stress.,,pmc,False,False,False,True,22
Real-time In Vivo Recording of Arabidopsis Calcium Signals During Insect Feeding Using a Fluorescent Biosensor,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5614317/,2020,"Calcium ions are predicted to be key signaling entities during biotic interactions, with calcium signaling forming an established part of the plant defense response to microbial elicitors and to wounding caused by chewing insects, eliciting systemic ...",,pmc,False,False,False,False,37
"Orchestrating rapid long-distance signaling in plants with Ca2+ , ROS, and electrical signals",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5677518/,2020,"Plants show a rapid systemic response to a wide range of environmental stresses, where the signals from the site of stimulus perception are transmitted to distal organs to elicit plant-wide responses. A wide range of signaling molecules are ...",,pmc,False,False,False,True,39
"Glutamate triggers long-distance, calcium-based plant defense signaling.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11850895/,2020,"Animals rely on nervous systems to cope with environmental variability, whereas plants are characterized by lack of nervous system but still have evolved systemic communication systems through signaling molecules that trigger long-distance defense ...",,pmc,False,False,False,True,34
Test of Arabidopsis Space Transcriptome: A discovery environment to explore multiple plant biology spaceflight experiments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7076552/,2020,"Recent advances in the routine access to space along with increasing opportunities to perform plant growth experiments on board the International Space Station have led to an ever-increasing body of transcriptomic, proteomic, and epigenomic data ...",,pmc,False,False,False,True,36
Tonoplast-localized Ca2+ pumps regulate Ca2+ signals during pattern-triggered immunity in Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7414185/,2020,"Ca2+ signaling is closely linked to the triggering of plant immune responses. We show that when the bacterial elicitor peptide flg22 is used to trigger immune responses in mutants missing tonoplast Ca2+ pumps, it causes disrupted Ca2+ signals that ...",,pmc,False,False,False,False,40
The fast and the furious: Rapid long-range signaling in plants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8133610/,2020,"Plants possess a systemic signaling system whereby local stimuli can lead to rapid, plant-wide responses. In addition to the redistribution of chemical messengers that range from RNAs and peptides to hormones and metabolites, a communication system ...",,pmc,False,False,False,True,37
Rad-Bio-App: A discovery environment for biologists to explore spaceflight-related radiation exposures,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8113475/,2020,"In addition to microgravity, spaceflight simultaneously exposes biology to a suite of other stimuli. For example, in space, organisms experience ionizing radiation environments that significantly differ in both quality and quantity from those ...",,pmc,False,True,False,False,34
The vacuolar H+/Ca transporter CAX1 participates in submergence and anoxia stress responses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9706465/,2020,"A plant’s oxygen supply can vary from normal (normoxia) to total depletion (anoxia). Tolerance to anoxia is relevant to wetland species, rice (Oryza sativa) cultivation, and submergence tolerance of crops. Decoding and transmitting calcium (Ca) ...",,pmc,False,False,False,False,36
Meta-analysis of the space flight and microgravity response of the Arabidopsis plant transcriptome,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10027818/,2020,"Spaceflight presents a multifaceted environment for plants, combining the effects on growth of many stressors and factors including altered gravity, the influence of experiment hardware, and increased radiation exposure. To help understand the plant ...",,pmc,True,False,False,True,35
"Low-dose, ionizing radiation and age-related changes in skeletal microarchitecture",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3337602/,2020,"Osteoporosis can profoundly affect the aged as a consequence of progressive bone loss; high-dose ionizing radiation can cause similar changes, although less is known about lower doses (≤100 cGy). We hypothesized that exposure to relatively low doses ...",,pmc,False,True,True,False,38
Ionizing Radiation Stimulates Expression of Pro-Osteoclastogenic Genes in Marrow and Skeletal Tissue,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4490751/,2020,"Exposure to ionizing radiation can cause rapid mineral loss and increase bone-resorbing osteoclasts within metabolically active, cancellous bone tissue leading to structural deficits. To better understand mechanisms involved in rapid, ...",,pmc,False,True,True,False,31
Preservation of Multiple Mammalian Tissues to Maximize Science Return from Ground Based and Spaceflight Experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5132293/,2020,"Even with recent scientific advancements, challenges posed by limited resources and capabilities at the time of sample dissection continue to limit the collection of high quality tissues from experiments that can be conducted only infrequently and ...",,pmc,False,False,False,False,37
Hindlimb Unloading: Rodent Analog for Microgravity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11747068/,2020,"Prolonged spaceflight is known to cause vascular deconditioning and remodeling. Tail suspension, a widely used spaceflight analog, is reported to result in vascular remodeling of rats. However, little is known about the cellular atlas of the ...",,pmc,True,False,False,False,37
Redox Signaling and Its Impact on Skeletal and Vascular Responses to Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5666834/,2020,Spaceflight entails exposure to numerous environmental challenges with the potential to contribute to both musculoskeletal and vascular dysfunction. The purpose of this review is to describe current understanding of microgravity and radiation ...,,pmc,False,False,True,False,33
Influence of social isolation during prolonged simulated weightlessness by hindlimb unloading,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6753329/,2020,"The hindlimb unloading (HU) model has been used extensively to simulate the cephalad fluid shift and musculoskeletal disuse observed in spaceflight with its application expanding to study immune, cardiovascular and central nervous system responses, ...",,pmc,True,False,False,False,35
Validation of a new Rodent experimental System to investigate consequences of Long Duration Space Habitation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012842/,2020,"Animal models are useful for exploring the health consequences of prolonged spaceflight. Capabilities were developed to perform experiments in low earth orbit with on-board sample recovery, thereby avoiding complications caused by return to Earth. ...",,pmc,False,False,False,False,35
Skeletal tissue regulation by catalase over-expression in mitochondria,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4405755/,2020,The mechanisms triggering disuse muscle atrophy remain of debate. It is becoming evident that mitochondrial dysfunction may regulate pathways controlling muscle mass. We have recently shown that mitochondrial dysfunction plays a major role in disuse ...,,pmc,False,False,True,False,36
Overexpression of catalase in mitochondria mitigates changes in hippocampal cytokine expression following simulated microgravity and isolation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8260663/,2020,"Isolation on Earth can alter physiology and signaling of organs systems, including the central nervous system. Although not in complete solitude, astronauts operate in an isolated environment during spaceflight. In this study, we determined the ...",,pmc,True,False,False,False,36
An extensive allelic series of Drosophila kae1 mutants reveals diverse and tissue-specific requirements for t6A biogenesis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4647464/,2020,"N6-threonylcarbamoyl-adenosine (t6A) is one of the few RNA modifications that is universally present in life. This modification occurs at high frequency at position 37 of most tRNAs that decode ANN codons, and stabilizes cognate anticodon–codon ...",,pmc,False,False,False,False,36
Novel Organelles with Elements of Bacterial and Eukaryotic Secretion Systems Weaponize Parasites of Drosophila,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5659752/,2020,"The evolutionary success of parasitoid wasps, a highly diverse group of insects widely used in biocontrol, depends on a variety of life history strategies in conflict with those of their hosts [1]. Drosophila melanogaster is a natural host of ...",,pmc,False,False,False,False,40
A combined computational strategy of sequence and structural analysis predicts the existence of a functional eicosanoid pathway in Drosophila melanogaster.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6372189/,2020,"This study reports on a putative eicosanoid biosynthesis pathway in Drosophila melanogaster and challenges the currently held view that mechanistic routes to synthesize eicosanoid or eicosanoid-like biolipids do not exist in insects, since to date, ...",,pmc,False,False,False,False,36
Immune suppressive extracellular vesicle proteins of Leptopilina heterotoma are encoded in the wasp genome.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6945029/,2020,"Leptopilina heterotoma are obligate parasitoid wasps that develop in the body of their Drosophila hosts. During oviposition, female wasps introduce venom into the larval hosts’ body cavity. The venom contains discrete, 300 nm-wide, mixed-strategy ...",,pmc,False,False,False,False,35
Spaceflight and simulated microgravity conditions increase virulence of Serratia marcescens in the Drosophila melanogaster infection model.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7000411/,2020,"While it has been shown that astronauts suffer immune disorders after spaceflight, the underlying causes are still poorly understood and there are many variables to consider when investigating the immune system in a complex environment. ...",,cache,True,False,False,False,36
A parasitoid wasp of Drosophila employs preemptive and reactive strategies to deplete its host's blood cells,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8191917/,2020,"The wasps Leptopilina heterotoma parasitize and ingest their Drosophila hosts. They produce extracellular vesicles (EVs) in the venom that are packed with proteins, some of which perform immune suppressive functions. EV interactions with blood cells ...",,pmc,False,False,False,False,36
In Silico Analysis of a Drosophila Parasitoid Venom Peptide Reveals Prevalence of the Cation‚ÄìPolar‚ÄìCation Clip Motif in Knottin Proteins,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9865768/,2020,"As generalist parasitoid wasps, Leptopilina heterotoma are highly successful on many species of fruit flies of the genus Drosophila. The parasitoids produce specialized multi-strategy extracellular vesicle (EV)-like structures in their venom. ...",,pmc,False,False,False,False,32
Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,2020,"While fruit flies (Drosophila melanogaster) and humans exhibit immune system dysfunction in space, studies examining their immune systems’ interactions with natural parasites in space are lacking. Drosophila parasitoid wasps modify blood cell ...",,pmc,False,False,False,False,33
Drosophila parasitoids go to space: Unexpected effects of spaceflight on hosts and their parasitoids,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10797188/,2020,"While fruit flies (Drosophila melanogaster) and humans exhibit immune system dysfunction in space, studies examining their immune systems’ interactions with natural parasites in space are lacking. Drosophila parasitoid wasps modify blood cell ...",,cache,False,False,False,False,33
Simultaneous exposure of cultured human lymphoblastic cells to simulated microgravity and radiation increases chromosome aberrations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555395/,2020,"During space travel, humans are continuously exposed to two major environmental stresses, microgravity (μG) and space radiation. One of the fundamental questions is whether the two stressors are interactive. For over half a century, many studies ...",,pmc,True,True,False,False,37
Genes required for survival in microgravity revealed by genome-wide yeast deletion collections cultured during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4309212/,2020,"Spaceflight is a unique environment with profound effects on biological systems including tissue redistribution and musculoskeletal stresses. However, the more subtle biological effects of spaceflight on cells and organisms are difficult to measure ...",,pmc,True,False,False,False,34
Physical Forces Modulate Oxidative Status and Stress Defense Meditated Metabolic Adaptation of Yeast Colonies: Spaceflight and Microgravity Simulations,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6560652/,2020,Baker’s yeast (Saccharomyces cerevisiae) has broad genetic homology to human cells. Although typically grown as 1-2mm diameter colonies under certain conditions yeast can form very large (10 + mm in diameter) or ‘giant’ colonies on agar. Giant yeast ...,,pmc,True,False,False,False,39
Effects of space flight on mouse liver versus kidney: Gene pathway analyses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6321533/,2020,"Understanding genome wide, tissue-specific, and spaceflight-induced changes in gene expression is critical to develop effective countermeasures. Transcriptome analysis has been performed on diverse tissues harvested from animals flown in space, but ...",,pmc,False,False,False,False,32
Yeast in Space,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12040010/,2020,"Central nervous system (CNS) infections caused by Cryptococcus albidus are rarely reported, but are often associated with high mortality rates. Clinical data on the appropriate use of liposomal-amphotericin B (liposomal-AmB) with cryptococcal ...",,pmc,False,False,False,False,33
Endocrine Effects of Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833055/,2020,"A study was conducted to evaluate the three-dimensional clinostat simulated microgravity effect on mouse models, focusing on the central nervous system. Eighteen mice were divided into three groups: control, survival box, and clinostat + survival ...",,pmc,False,False,False,False,36
Role of shear stress on renal proximal tubular cells for nephrotoxicity assays,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146534/,2020,"Increased viscosity of concentrated contrast media (CM) in the renal tubules can perturb renal hemodynamics and have a detrimental effect on tubular epithelial cells. However, the effects of viscosity on contrast-induced nephropathy (CIN) remain ...",,pmc,False,False,False,False,35
Bone hemodynamic responses to changes in external pressure.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11492218/,2020,"At present, there is no consensus on the concentration of epinephrine/physiological saline for subcutaneous injection into external auditory canal (EAC) under general anesthesia in otoendoscopic surgery. A randomized controlled trial (RCT) research ...",,pmc,False,False,True,False,33
Back pain in space and post-flight spine injury: Mechanisms and countermeasure development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6339989/,2020,"Prolonged microgravity exposure is associated with localized low back pain and an elevated risk of post-flight disc herniation. Although the mechanisms by which microgravity impairs the spine are unclear, they should be foundational for developing ...",,pmc,False,False,False,False,36
Fifteen days of microgravity causes growth in calvaria of mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4110898/,2020,"Bone remodeling may occur in spaceflight as a response to skeletal unloading and head-ward fluid shifts. While unloading causes significant loss of bone mass and density in legs of animals exposed to microgravity, increased blood and interstitial ...",,pmc,True,False,False,False,38
Altered disc compression in children with idiopathic low back pain: an upright magnetic resonance imaging backpack study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947616/,2020,This study is a repeated measures design to measure the lumbar spine’s response to common backpack loads in children with idiopathic low back pain (ILBP) using upright MRI. The purpose of this study is to analyze the lumbar spine’s response to ...,,pmc,False,False,False,False,42
Spaceflight-induced bone loss alters failure mode and reduces bending strength in murine spinal segments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5477841/,2020,"Intervertebral disc herniation rates are quadrupled in astronauts following spaceflight. While bending motions are main contributors to herniation, the effects of microgravity on the bending properties of spinal discs are unknown. Consequently, the ...",,pmc,False,False,True,False,34
Spaceflight-associated vascular remodeling and gene expression in mouse calvaria.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139491/,2020,"Astronauts suffer from a loss of bone mass at a rate of 1.5% per month from lower regions of the body during the course of long-duration (>30 days) spaceflight, a phenomenon that poses important risks for returning crew. Conversely, a gain in bone ...",,pmc,False,False,False,False,44
"Exposure of Mycobacterium marinum to low-shear modeled microgravity: Effect on growth, the transcriptome and survival under stress.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/,2020,"Waterborne pathogenic mycobacteria can form biofilms, and certain species can cause hard-to-treat human lung infections. Astronaut health could therefore be compromised if the spacecraft environment or water becomes contaminated with pathogenic ...",,pmc,True,False,False,False,32
Effects of mechanostimulation on gravitropism and signal persistence in flax roots.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258067/,2020,Gravitropism describes curvature of plants in response to gravity or differential acceleration and clinorotation is commonly used to compensate unilateral effect of gravity. We report on experiments that examine the persistence of the gravity signal ...,,pmc,False,False,False,False,36
Oxygen dependency of germinating Brassica seeds.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10025027/,2020,"The significant horticultural crop, cauliflower (Brassica oleracea L. var. botrytis) is vulnerable to the excessive salt concentration in the soil, which contributes to its scaled-down growth and productivity, among other indices. The current study ...",,pmc,False,False,False,False,35
